pinid,arrival_time
pin46,493355.99879999994
pin47,19298.0016
pin47,114751.00080000001
pin47,149091.9984
pin47,298445.00039999996
pin48,23375.0016
pin48,105742.0008
pin48,151292.9988
pin48,231860.9988
pin48,328424.00039999996
pin49,36252.0
pin49,95424.9984
pin49,164000.00160000002
pin49,288050.0004
pin49,328424.00039999996
pin49,421008.9984
pin50,66292.9992
pin50,72776.9988
pin50,197290.0008
pin50,197290.0008
pin50,276136.9992
pin50,354094.9992
pin50,455981.0004
pin51,32546.001600000003
pin51,99438.9984
pin51,158914.0008
pin51,228371.0004
pin51,267342.9984
pin51,375107.00039999996
pin51,432452.0016
pin52,30029.000399999997
pin52,101700.0
pin52,158078.0016
pin52,285098.0004
pin52,376239.9996
pin53,18102.9996
pin53,117398.0016
pin53,141939.0
pin53,245347.9992
pin53,285098.0004
pin53,365982.99840000004
pin53,394710.0012
pin54,16949.998799999998
pin55,27010.0008
pin55,103680.0
pin55,158298.0012
pin55,233962.9992
pin55,305501.0004
pin56,6085.0008
pin56,133800.0012
pin56,133800.0012
pin56,258140.9988
pin56,279973.00080000004
pin57,48951.0
pin57,85231.0008
pin57,181359.0
pin57,284712.0012
pin58,34700.000400000004
pin58,97616.0016
pin58,228899.9988
pin58,296683.9992
pin58,367162.9992
pin59,56140.999200000006
pin59,76917.9996
pin60,22862.0016
pin60,109284.9984
pin60,157248.0
pin60,237976.9992
pin60,252855.0
pin60,343770.99840000004
pin61,47990.001599999996
pin61,86267.9988
pin62,40844.9988
pin62,89331.0012
pin62,168068.9988
pin62,218064.9996
pin62,260550.0
pin62,377187.9984
pin63,8574.0012
pin63,138593.9988
pin63,252855.0
pin63,286578.0
pin63,343469.9988
pin64,39997.000799999994
pin64,91168.9992
pin64,177600.99959999998
pin64,221640.0012
pin64,388857.9996
pin65,9408.999600000001
pin65,127321.99919999999
pin65,138564.0
pin65,260550.0
pin65,288273.9996
pin65,353986.9992
pin65,388857.9996
pin66,29021.0004
pin66,100807.9992
pin66,157262.0004
pin66,280726.99919999996
pin66,469310.0004
pin67,35402.0004
pin67,96054.0012
pin67,160945.99920000002
pin67,224898.9984
pin67,272351.9988
pin67,382137.9984
pin68,34745.0004
pin68,101261.0016
pin69,50960.0016
pin69,79017.9984
pin69,200027.9988
pin69,209738.9988
pin70,30106.0008
pin70,101328.0012
pin70,154758.9996
pin70,231863.00040000002
pin70,266137.9992
pin71,37411.9992
pin71,92558.0016
pin71,169077.99959999998
pin72,17215.9992
pin72,111054.9996
pin72,145217.00160000002
pin72,255993.99839999998
pin72,261758.0016
pin72,381996.0
pin72,382137.9984
pin73,36501.9984
pin73,94489.9992
pin73,160913.9988
pin73,224902.00079999998
pin73,438508.0008
pin74,12146.0004
pin74,123464.9988
pin74,138765.9996
pin74,250728.9984
pin74,266447.0016
pin74,381996.0
pin75,29595.999600000003
pin75,105494.0004
pin75,153320.00040000002
pin75,233481.99959999998
pin75,284213.00159999996
